Region,County,First Dose,Series Complete,Report as of
North Country,Essex,0,0,12/14/2020
North Country,Franklin,0,0,12/14/2020
Mohawk Valley,Fulton,1,0,12/14/2020
Finger Lakes,Genesee,0,0,12/14/2020
Capital Region,Greene,1,0,12/14/2020
North Country,Hamilton,0,0,12/14/2020
Mohawk Valley,Herkimer,0,0,12/14/2020
North Country,Jefferson,0,0,12/14/2020
New York City,Kings,15,0,12/14/2020
North Country,Lewis,0,0,12/14/2020
Finger Lakes,Livingston,0,0,12/14/2020
Central New York,Madison,0,0,12/14/2020
Finger Lakes,Monroe,0,0,12/14/2020
Mohawk Valley,Montgomery,1,0,12/14/2020
Long Island,Nassau,1,0,12/14/2020
New York City,New York,24,0,12/14/2020
Western New York,Niagara,0,0,12/14/2020
Mohawk Valley,Oneida,0,0,12/14/2020
Central New York,Onondaga,2,0,12/14/2020
Finger Lakes,Ontario,0,0,12/14/2020
Mid-Hudson,Orange,1,0,12/14/2020
Finger Lakes,Orleans,0,0,12/14/2020
Central New York,Oswego,0,0,12/14/2020
Mohawk Valley,Otsego,0,0,12/14/2020
Mid-Hudson,Putnam,2,0,12/14/2020
New York City,Queens,3,0,12/14/2020
Capital Region,Rensselaer,10,0,12/14/2020
New York City,Richmond,4,0,12/14/2020
Mid-Hudson,Rockland,0,0,12/14/2020
Capital Region,Saratoga,19,0,12/14/2020
Capital Region,Schenectady,29,0,12/14/2020
Mohawk Valley,Schoharie,0,0,12/14/2020
Southern Tier,Schuyler,0,0,12/14/2020
Finger Lakes,Seneca,0,0,12/14/2020
North Country,St. Lawrence,0,0,12/14/2020
Southern Tier,Steuben,0,0,12/14/2020
Long Island,Suffolk,1,0,12/14/2020
Mid-Hudson,Sullivan,0,0,12/14/2020
Southern Tier,Tioga,0,0,12/14/2020
Southern Tier,Tompkins,0,0,12/14/2020
Mid-Hudson,Ulster,1,0,12/14/2020
Capital Region,Warren,0,0,12/14/2020
Capital Region,Washington,1,0,12/14/2020
Finger Lakes,Wayne,0,0,12/14/2020
Mid-Hudson,Westchester,8,0,12/14/2020
Finger Lakes,Wyoming,0,0,12/14/2020
Finger Lakes,Yates,0,0,12/14/2020
Capital Region,Albany,187,0,12/15/2020
Western New York,Allegany,0,0,12/15/2020
New York City,Bronx,49,0,12/15/2020
Southern Tier,Broome,1,0,12/15/2020
Western New York,Cattaraugus,0,0,12/15/2020
Central New York,Cayuga,0,0,12/15/2020
Western New York,Chautauqua,0,0,12/15/2020
Southern Tier,Chemung,1,0,12/15/2020
Southern Tier,Chenango,0,0,12/15/2020
North Country,Clinton,1,0,12/15/2020
Capital Region,Columbia,8,0,12/15/2020
Central New York,Cortland,0,0,12/15/2020
Southern Tier,Delaware,0,0,12/15/2020
Mid-Hudson,Dutchess,6,0,12/15/2020
Western New York,Erie,8,0,12/15/2020
North Country,Essex,1,0,12/15/2020
North Country,Franklin,0,0,12/15/2020
Mohawk Valley,Fulton,3,0,12/15/2020
Finger Lakes,Genesee,0,0,12/15/2020
Capital Region,Greene,5,0,12/15/2020
North Country,Hamilton,0,0,12/15/2020
Mohawk Valley,Herkimer,0,0,12/15/2020
North Country,Jefferson,0,0,12/15/2020
New York City,Kings,208,0,12/15/2020
North Country,Lewis,0,0,12/15/2020
Finger Lakes,Livingston,0,0,12/15/2020
Central New York,Madison,0,0,12/15/2020
Finger Lakes,Monroe,10,0,12/15/2020
Mohawk Valley,Montgomery,3,0,12/15/2020
Long Island,Nassau,96,1,12/15/2020
New York City,New York,472,1,12/15/2020
Western New York,Niagara,1,0,12/15/2020
Mohawk Valley,Oneida,0,0,12/15/2020
Central New York,Onondaga,12,0,12/15/2020
Finger Lakes,Ontario,0,0,12/15/2020
Mid-Hudson,Orange,9,0,12/15/2020
Finger Lakes,Orleans,0,0,12/15/2020
Central New York,Oswego,0,0,12/15/2020
Mohawk Valley,Otsego,0,0,12/15/2020
Mid-Hudson,Putnam,3,0,12/15/2020
New York City,Queens,147,1,12/15/2020
Capital Region,Rensselaer,39,0,12/15/2020
New York City,Richmond,61,0,12/15/2020
Mid-Hudson,Rockland,25,0,12/15/2020
Capital Region,Saratoga,44,0,12/15/2020
Capital Region,Schenectady,72,0,12/15/2020
Mohawk Valley,Schoharie,1,0,12/15/2020
Southern Tier,Schuyler,0,0,12/15/2020
Finger Lakes,Seneca,0,0,12/15/2020
North Country,St. Lawrence,0,0,12/15/2020
Southern Tier,Steuben,0,0,12/15/2020
Long Island,Suffolk,25,0,12/15/2020
Mid-Hudson,Sullivan,0,0,12/15/2020
Southern Tier,Tioga,0,0,12/15/2020
Southern Tier,Tompkins,0,0,12/15/2020
Mid-Hudson,Ulster,6,0,12/15/2020
Capital Region,Warren,5,0,12/15/2020
Capital Region,Washington,2,0,12/15/2020
Finger Lakes,Wayne,0,0,12/15/2020
Mid-Hudson,Westchester,83,0,12/15/2020
Finger Lakes,Wyoming,0,0,12/15/2020
Finger Lakes,Yates,0,0,12/15/2020
Capital Region,Albany,377,3,12/16/2020
Western New York,Allegany,6,0,12/16/2020
New York City,Bronx,192,1,12/16/2020
Southern Tier,Broome,1,0,12/16/2020
Western New York,Cattaraugus,21,0,12/16/2020
Central New York,Cayuga,9,0,12/16/2020
Western New York,Chautauqua,21,0,12/16/2020
Southern Tier,Chemung,2,0,12/16/2020
Southern Tier,Chenango,0,0,12/16/2020
North Country,Clinton,10,0,12/16/2020
Capital Region,Columbia,17,0,12/16/2020
Central New York,Cortland,1,0,12/16/2020
Southern Tier,Delaware,1,0,12/16/2020
Mid-Hudson,Dutchess,169,0,12/16/2020
Western New York,Erie,28,0,12/16/2020
North Country,Essex,1,0,12/16/2020
North Country,Franklin,7,0,12/16/2020
Mohawk Valley,Fulton,8,0,12/16/2020
Finger Lakes,Genesee,3,0,12/16/2020
Capital Region,Greene,11,0,12/16/2020
North Country,Hamilton,0,0,12/16/2020
Mohawk Valley,Herkimer,4,0,12/16/2020
North Country,Jefferson,1,0,12/16/2020
New York City,Kings,541,1,12/16/2020
North Country,Lewis,0,0,12/16/2020
Finger Lakes,Livingston,17,0,12/16/2020
Central New York,Madison,17,0,12/16/2020
Finger Lakes,Monroe,403,1,12/16/2020
Mohawk Valley,Montgomery,9,0,12/16/2020
Long Island,Nassau,486,1,12/16/2020
New York City,New York,1475,2,12/16/2020
Western New York,Niagara,1,0,12/16/2020
Mohawk Valley,Oneida,39,0,12/16/2020
Central New York,Onondaga,207,1,12/16/2020
Finger Lakes,Ontario,21,0,12/16/2020
Mid-Hudson,Orange,63,0,12/16/2020
Finger Lakes,Orleans,3,0,12/16/2020
Central New York,Oswego,9,0,12/16/2020
Mohawk Valley,Otsego,0,0,12/16/2020
Mid-Hudson,Putnam,34,1,12/16/2020
New York City,Queens,570,3,12/16/2020
Capital Region,Rensselaer,96,1,12/16/2020
New York City,Richmond,189,0,12/16/2020
Mid-Hudson,Rockland,88,0,12/16/2020
Capital Region,Saratoga,124,0,12/16/2020
Capital Region,Schenectady,168,0,12/16/2020
Mohawk Valley,Schoharie,8,0,12/16/2020
Southern Tier,Schuyler,0,0,12/16/2020
Finger Lakes,Seneca,1,0,12/16/2020
North Country,St. Lawrence,227,1,12/16/2020
Southern Tier,Steuben,1,0,12/16/2020
Long Island,Suffolk,213,2,12/16/2020
Mid-Hudson,Sullivan,2,0,12/16/2020
Southern Tier,Tioga,2,0,12/16/2020
Southern Tier,Tompkins,1,0,12/16/2020
Mid-Hudson,Ulster,54,0,12/16/2020
Capital Region,Warren,14,0,12/16/2020
Capital Region,Washington,7,0,12/16/2020
Finger Lakes,Wayne,9,1,12/16/2020
Mid-Hudson,Westchester,587,2,12/16/2020
Finger Lakes,Wyoming,3,0,12/16/2020
Finger Lakes,Yates,0,0,12/16/2020
Capital Region,Albany,460,3,12/17/2020
Western New York,Allegany,21,0,12/17/2020
New York City,Bronx,344,1,12/17/2020
Southern Tier,Broome,3,0,12/17/2020
Western New York,Cattaraugus,70,0,12/17/2020
Central New York,Cayuga,18,0,12/17/2020
Western New York,Chautauqua,102,0,12/17/2020
Southern Tier,Chemung,3,0,12/17/2020
Southern Tier,Chenango,0,0,12/17/2020
North Country,Clinton,22,0,12/17/2020
Capital Region,Columbia,24,0,12/17/2020
Central New York,Cortland,2,0,12/17/2020
Southern Tier,Delaware,1,0,12/17/2020
Mid-Hudson,Dutchess,218,0,12/17/2020
Western New York,Erie,723,2,12/17/2020
North Country,Essex,10,0,12/17/2020
North Country,Franklin,24,0,12/17/2020
Mohawk Valley,Fulton,11,0,12/17/2020
Finger Lakes,Genesee,7,0,12/17/2020
Capital Region,Greene,14,0,12/17/2020
North Country,Hamilton,0,0,12/17/2020
Mohawk Valley,Herkimer,23,0,12/17/2020
North Country,Jefferson,5,0,12/17/2020
New York City,Kings,1098,7,12/17/2020
North Country,Lewis,3,0,12/17/2020
Finger Lakes,Livingston,23,0,12/17/2020
Central New York,Madison,33,0,12/17/2020
Finger Lakes,Monroe,597,1,12/17/2020
Mohawk Valley,Montgomery,13,0,12/17/2020
Long Island,Nassau,957,2,12/17/2020
New York City,New York,2401,5,12/17/2020
Western New York,Niagara,49,0,12/17/2020
Mohawk Valley,Oneida,157,0,12/17/2020
Central New York,Onondaga,433,2,12/17/2020
Finger Lakes,Ontario,32,0,12/17/2020
Mid-Hudson,Orange,215,3,12/17/2020
Finger Lakes,Orleans,7,0,12/17/2020
Central New York,Oswego,18,0,12/17/2020
Mohawk Valley,Otsego,1,0,12/17/2020
Mid-Hudson,Putnam,55,1,12/17/2020
New York City,Queens,1084,4,12/17/2020
Capital Region,Rensselaer,127,1,12/17/2020
New York City,Richmond,414,0,12/17/2020
Mid-Hudson,Rockland,264,0,12/17/2020
Capital Region,Saratoga,192,0,12/17/2020
Capital Region,Schenectady,218,0,12/17/2020
Mohawk Valley,Schoharie,8,0,12/17/2020
Southern Tier,Schuyler,0,0,12/17/2020
Finger Lakes,Seneca,1,0,12/17/2020
North Country,St. Lawrence,356,1,12/17/2020
Southern Tier,Steuben,3,0,12/17/2020
Long Island,Suffolk,681,3,12/17/2020
Mid-Hudson,Sullivan,6,0,12/17/2020
Southern Tier,Tioga,3,0,12/17/2020
Southern Tier,Tompkins,3,0,12/17/2020
Mid-Hudson,Ulster,82,0,12/17/2020
Capital Region,Warren,38,0,12/17/2020
Capital Region,Washington,13,0,12/17/2020
Finger Lakes,Wayne,16,1,12/17/2020
Mid-Hudson,Westchester,941,4,12/17/2020
Finger Lakes,Wyoming,11,0,12/17/2020
Finger Lakes,Yates,1,0,12/17/2020
Capital Region,Albany,704,4,12/18/2020
Western New York,Allegany,40,0,12/18/2020
New York City,Bronx,600,1,12/18/2020
Southern Tier,Broome,7,0,12/18/2020
Western New York,Cattaraugus,145,0,12/18/2020
Central New York,Cayuga,25,0,12/18/2020
Western New York,Chautauqua,135,0,12/18/2020
Southern Tier,Chemung,4,1,12/18/2020
Southern Tier,Chenango,1,0,12/18/2020
North Country,Clinton,27,0,12/18/2020
Capital Region,Columbia,47,0,12/18/2020
Central New York,Cortland,3,0,12/18/2020
Southern Tier,Delaware,2,0,12/18/2020
Mid-Hudson,Dutchess,278,0,12/18/2020
Western New York,Erie,1635,2,12/18/2020
North Country,Essex,19,0,12/18/2020
North Country,Franklin,55,0,12/18/2020
Mohawk Valley,Fulton,16,0,12/18/2020
Finger Lakes,Genesee,19,0,12/18/2020
Capital Region,Greene,23,0,12/18/2020
North Country,Hamilton,0,0,12/18/2020
Mohawk Valley,Herkimer,40,0,12/18/2020
North Country,Jefferson,19,0,12/18/2020
New York City,Kings,2049,13,12/18/2020
North Country,Lewis,3,0,12/18/2020
Finger Lakes,Livingston,37,0,12/18/2020
Central New York,Madison,46,0,12/18/2020
Finger Lakes,Monroe,1124,1,12/18/2020
Mohawk Valley,Montgomery,19,0,12/18/2020
Long Island,Nassau,1656,5,12/18/2020
New York City,New York,3482,10,12/18/2020
Western New York,Niagara,136,0,12/18/2020
Mohawk Valley,Oneida,261,0,12/18/2020
Central New York,Onondaga,709,2,12/18/2020
Finger Lakes,Ontario,59,0,12/18/2020
Mid-Hudson,Orange,474,5,12/18/2020
Finger Lakes,Orleans,11,0,12/18/2020
Central New York,Oswego,30,0,12/18/2020
Mohawk Valley,Otsego,6,0,12/18/2020
Mid-Hudson,Putnam,79,2,12/18/2020
New York City,Queens,1750,8,12/18/2020
Capital Region,Rensselaer,182,1,12/18/2020
New York City,Richmond,672,0,12/18/2020
Mid-Hudson,Rockland,427,0,12/18/2020
Capital Region,Saratoga,344,0,12/18/2020
Capital Region,Schenectady,275,0,12/18/2020
Mohawk Valley,Schoharie,12,0,12/18/2020
Southern Tier,Schuyler,0,0,12/18/2020
Finger Lakes,Seneca,4,0,12/18/2020
North Country,St. Lawrence,415,1,12/18/2020
Southern Tier,Steuben,7,0,12/18/2020
Long Island,Suffolk,1307,6,12/18/2020
Mid-Hudson,Sullivan,24,0,12/18/2020
Southern Tier,Tioga,3,0,12/18/2020
Southern Tier,Tompkins,5,0,12/18/2020
Mid-Hudson,Ulster,155,1,12/18/2020
Capital Region,Warren,73,0,12/18/2020
Capital Region,Washington,29,0,12/18/2020
Finger Lakes,Wayne,29,1,12/18/2020
Mid-Hudson,Westchester,1427,6,12/18/2020
Finger Lakes,Wyoming,14,0,12/18/2020
Finger Lakes,Yates,3,0,12/18/2020
Capital Region,Albany,783,4,12/19/2020
Western New York,Allegany,41,0,12/19/2020
New York City,Bronx,676,1,12/19/2020
Southern Tier,Broome,10,0,12/19/2020
Western New York,Cattaraugus,146,0,12/19/2020
Central New York,Cayuga,29,0,12/19/2020
Western New York,Chautauqua,135,0,12/19/2020
Southern Tier,Chemung,5,1,12/19/2020
Southern Tier,Chenango,3,0,12/19/2020
North Country,Clinton,39,0,12/19/2020
Capital Region,Columbia,81,0,12/19/2020
Central New York,Cortland,5,0,12/19/2020
Southern Tier,Delaware,4,0,12/19/2020
Mid-Hudson,Dutchess,317,1,12/19/2020
Western New York,Erie,1857,2,12/19/2020
North Country,Essex,24,0,12/19/2020
North Country,Franklin,92,0,12/19/2020
Mohawk Valley,Fulton,19,0,12/19/2020
Finger Lakes,Genesee,19,0,12/19/2020
Capital Region,Greene,33,0,12/19/2020
North Country,Hamilton,0,0,12/19/2020
Mohawk Valley,Herkimer,53,0,12/19/2020
North Country,Jefferson,24,0,12/19/2020
New York City,Kings,2852,15,12/19/2020
North Country,Lewis,4,0,12/19/2020
Finger Lakes,Livingston,43,0,12/19/2020
Central New York,Madison,63,0,12/19/2020
Finger Lakes,Monroe,1406,2,12/19/2020
Mohawk Valley,Montgomery,32,0,12/19/2020
Long Island,Nassau,2326,7,12/19/2020
New York City,New York,3899,10,12/19/2020
Western New York,Niagara,207,0,12/19/2020
Mohawk Valley,Oneida,320,0,12/19/2020
Central New York,Onondaga,828,2,12/19/2020
Finger Lakes,Ontario,96,0,12/19/2020
Mid-Hudson,Orange,773,7,12/19/2020
Finger Lakes,Orleans,13,0,12/19/2020
Central New York,Oswego,34,0,12/19/2020
Mohawk Valley,Otsego,71,0,12/19/2020
Mid-Hudson,Putnam,92,2,12/19/2020
New York City,Queens,2053,9,12/19/2020
Capital Region,Rensselaer,204,1,12/19/2020
New York City,Richmond,904,0,12/19/2020
Mid-Hudson,Rockland,587,0,12/19/2020
Capital Region,Saratoga,482,1,12/19/2020
Capital Region,Schenectady,303,0,12/19/2020
Mohawk Valley,Schoharie,13,0,12/19/2020
Southern Tier,Schuyler,0,0,12/19/2020
Finger Lakes,Seneca,7,0,12/19/2020
North Country,St. Lawrence,511,1,12/19/2020
Southern Tier,Steuben,7,0,12/19/2020
Long Island,Suffolk,1583,8,12/19/2020
Mid-Hudson,Sullivan,42,0,12/19/2020
Southern Tier,Tioga,3,0,12/19/2020
Southern Tier,Tompkins,6,0,12/19/2020
Mid-Hudson,Ulster,190,1,12/19/2020
Capital Region,Warren,106,0,12/19/2020
Capital Region,Washington,40,0,12/19/2020
Finger Lakes,Wayne,38,1,12/19/2020
Mid-Hudson,Westchester,1606,7,12/19/2020
Finger Lakes,Wyoming,15,0,12/19/2020
Finger Lakes,Yates,4,0,12/19/2020
Capital Region,Albany,808,4,12/20/2020
Western New York,Allegany,45,0,12/20/2020
New York City,Bronx,707,1,12/20/2020
Southern Tier,Broome,15,0,12/20/2020
Western New York,Cattaraugus,161,0,12/20/2020
Central New York,Cayuga,31,0,12/20/2020
Western New York,Chautauqua,141,0,12/20/2020
Southern Tier,Chemung,5,1,12/20/2020
Southern Tier,Chenango,8,0,12/20/2020
North Country,Clinton,40,0,12/20/2020
Capital Region,Columbia,83,0,12/20/2020
Central New York,Cortland,5,0,12/20/2020
Southern Tier,Delaware,6,0,12/20/2020
Mid-Hudson,Dutchess,324,1,12/20/2020
Western New York,Erie,2118,3,12/20/2020
North Country,Essex,26,0,12/20/2020
North Country,Franklin,128,0,12/20/2020
Mohawk Valley,Fulton,30,0,12/20/2020
Finger Lakes,Genesee,22,0,12/20/2020
Capital Region,Greene,35,0,12/20/2020
North Country,Hamilton,1,0,12/20/2020
Mohawk Valley,Herkimer,73,0,12/20/2020
North Country,Jefferson,28,0,12/20/2020
New York City,Kings,3174,15,12/20/2020
North Country,Lewis,4,0,12/20/2020
Finger Lakes,Livingston,48,0,12/20/2020
Central New York,Madison,72,0,12/20/2020
Finger Lakes,Monroe,1579,2,12/20/2020
Mohawk Valley,Montgomery,61,0,12/20/2020
Long Island,Nassau,2519,8,12/20/2020
New York City,New York,4130,11,12/20/2020
Western New York,Niagara,225,0,12/20/2020
Mohawk Valley,Oneida,353,0,12/20/2020
Central New York,Onondaga,902,2,12/20/2020
Finger Lakes,Ontario,102,0,12/20/2020
Mid-Hudson,Orange,847,8,12/20/2020
Finger Lakes,Orleans,17,0,12/20/2020
Central New York,Oswego,40,0,12/20/2020
Mohawk Valley,Otsego,128,0,12/20/2020
Mid-Hudson,Putnam,96,2,12/20/2020
New York City,Queens,2193,10,12/20/2020
Capital Region,Rensselaer,216,1,12/20/2020
New York City,Richmond,1060,0,12/20/2020
Mid-Hudson,Rockland,602,0,12/20/2020
Capital Region,Saratoga,490,1,12/20/2020
Capital Region,Schenectady,320,0,12/20/2020
Mohawk Valley,Schoharie,19,0,12/20/2020
Southern Tier,Schuyler,0,0,12/20/2020
Finger Lakes,Seneca,7,0,12/20/2020
North Country,St. Lawrence,596,1,12/20/2020
Southern Tier,Steuben,7,0,12/20/2020
Long Island,Suffolk,1740,8,12/20/2020
Mid-Hudson,Sullivan,55,0,12/20/2020
Southern Tier,Tioga,3,0,12/20/2020
Southern Tier,Tompkins,7,0,12/20/2020
Mid-Hudson,Ulster,218,2,12/20/2020
Capital Region,Warren,106,0,12/20/2020
Capital Region,Washington,40,0,12/20/2020
Finger Lakes,Wayne,46,1,12/20/2020
Mid-Hudson,Westchester,1663,8,12/20/2020
Finger Lakes,Wyoming,21,0,12/20/2020
Finger Lakes,Yates,4,0,12/20/2020
Capital Region,Albany,875,4,12/21/2020
Western New York,Allegany,50,0,12/21/2020
New York City,Bronx,916,1,12/21/2020
Southern Tier,Broome,21,0,12/21/2020
Western New York,Cattaraugus,178,0,12/21/2020
Central New York,Cayuga,64,0,12/21/2020
Western New York,Chautauqua,167,0,12/21/2020
Southern Tier,Chemung,5,1,12/21/2020
Southern Tier,Chenango,19,0,12/21/2020
North Country,Clinton,93,0,12/21/2020
Capital Region,Columbia,103,0,12/21/2020
Central New York,Cortland,17,0,12/21/2020
Southern Tier,Delaware,7,0,12/21/2020
Mid-Hudson,Dutchess,410,4,12/21/2020
Western New York,Erie,2918,3,12/21/2020
North Country,Essex,36,0,12/21/2020
North Country,Franklin,170,0,12/21/2020
Mohawk Valley,Fulton,77,0,12/21/2020
Finger Lakes,Genesee,29,0,12/21/2020
Capital Region,Greene,46,0,12/21/2020
North Country,Hamilton,1,0,12/21/2020
Mohawk Valley,Herkimer,85,0,12/21/2020
North Country,Jefferson,31,0,12/21/2020
New York City,Kings,3914,16,12/21/2020
North Country,Lewis,5,0,12/21/2020
Finger Lakes,Livingston,57,0,12/21/2020
Central New York,Madison,120,0,12/21/2020
Finger Lakes,Monroe,2046,2,12/21/2020
Mohawk Valley,Montgomery,102,0,12/21/2020
Long Island,Nassau,3036,11,12/21/2020
New York City,New York,4845,12,12/21/2020
Western New York,Niagara,412,0,12/21/2020
Mohawk Valley,Oneida,400,0,12/21/2020
Central New York,Onondaga,1081,4,12/21/2020
Finger Lakes,Ontario,121,0,12/21/2020
Mid-Hudson,Orange,936,10,12/21/2020
Finger Lakes,Orleans,25,0,12/21/2020
Central New York,Oswego,56,0,12/21/2020
Mohawk Valley,Otsego,161,0,12/21/2020
Mid-Hudson,Putnam,109,3,12/21/2020
New York City,Queens,2810,14,12/21/2020
Capital Region,Rensselaer,233,2,12/21/2020
New York City,Richmond,1273,1,12/21/2020
Mid-Hudson,Rockland,668,0,12/21/2020
Capital Region,Saratoga,564,2,12/21/2020
Capital Region,Schenectady,367,0,12/21/2020
Mohawk Valley,Schoharie,21,0,12/21/2020
Southern Tier,Schuyler,0,0,12/21/2020
Finger Lakes,Seneca,7,0,12/21/2020
North Country,St. Lawrence,645,1,12/21/2020
Southern Tier,Steuben,11,0,12/21/2020
Long Island,Suffolk,2120,9,12/21/2020
Mid-Hudson,Sullivan,71,0,12/21/2020
Southern Tier,Tioga,3,0,12/21/2020
Southern Tier,Tompkins,17,0,12/21/2020
Mid-Hudson,Ulster,264,2,12/21/2020
Capital Region,Warren,128,0,12/21/2020
Capital Region,Washington,55,0,12/21/2020
Finger Lakes,Wayne,60,1,12/21/2020
Mid-Hudson,Westchester,1991,10,12/21/2020
Finger Lakes,Wyoming,29,0,12/21/2020
Finger Lakes,Yates,4,0,12/21/2020
Capital Region,Albany,1080,4,12/22/2020
Western New York,Allegany,68,0,12/22/2020
New York City,Bronx,1323,2,12/22/2020
Southern Tier,Broome,45,0,12/22/2020
Western New York,Cattaraugus,227,0,12/22/2020
Central New York,Cayuga,108,0,12/22/2020
Western New York,Chautauqua,185,0,12/22/2020
Southern Tier,Chemung,5,1,12/22/2020
Southern Tier,Chenango,38,0,12/22/2020
North Country,Clinton,201,0,12/22/2020
Capital Region,Columbia,115,0,12/22/2020
Central New York,Cortland,115,0,12/22/2020
Southern Tier,Delaware,13,0,12/22/2020
Mid-Hudson,Dutchess,548,7,12/22/2020
Western New York,Erie,3856,6,12/22/2020
North Country,Essex,59,0,12/22/2020
North Country,Franklin,202,0,12/22/2020
Mohawk Valley,Fulton,86,0,12/22/2020
Finger Lakes,Genesee,38,0,12/22/2020
Capital Region,Greene,52,0,12/22/2020
North Country,Hamilton,1,0,12/22/2020
Mohawk Valley,Herkimer,102,0,12/22/2020
North Country,Jefferson,40,0,12/22/2020
New York City,Kings,5198,23,12/22/2020
North Country,Lewis,9,0,12/22/2020
Finger Lakes,Livingston,90,0,12/22/2020
Central New York,Madison,184,0,12/22/2020
Finger Lakes,Monroe,2682,4,12/22/2020
Mohawk Valley,Montgomery,107,0,12/22/2020
Long Island,Nassau,4186,14,12/22/2020
New York City,New York,6592,17,12/22/2020
Western New York,Niagara,567,0,12/22/2020
Mohawk Valley,Oneida,519,0,12/22/2020
Central New York,Onondaga,1443,5,12/22/2020
Finger Lakes,Ontario,246,0,12/22/2020
Mid-Hudson,Orange,1180,13,12/22/2020
Finger Lakes,Orleans,32,0,12/22/2020
Central New York,Oswego,88,0,12/22/2020
Mohawk Valley,Otsego,187,0,12/22/2020
Mid-Hudson,Putnam,138,3,12/22/2020
New York City,Queens,3905,17,12/22/2020
Capital Region,Rensselaer,284,2,12/22/2020
New York City,Richmond,1774,2,12/22/2020
Mid-Hudson,Rockland,858,0,12/22/2020
Capital Region,Saratoga,693,2,12/22/2020
Capital Region,Schenectady,401,0,12/22/2020
Mohawk Valley,Schoharie,27,0,12/22/2020
Southern Tier,Schuyler,1,0,12/22/2020
Finger Lakes,Seneca,35,0,12/22/2020
North Country,St. Lawrence,680,2,12/22/2020
Southern Tier,Steuben,84,0,12/22/2020
Long Island,Suffolk,2938,12,12/22/2020
Mid-Hudson,Sullivan,89,1,12/22/2020
Southern Tier,Tioga,5,0,12/22/2020
Southern Tier,Tompkins,33,0,12/22/2020
Mid-Hudson,Ulster,311,2,12/22/2020
Capital Region,Warren,152,0,12/22/2020
Capital Region,Washington,77,0,12/22/2020
Finger Lakes,Wayne,94,1,12/22/2020
Mid-Hudson,Westchester,2643,13,12/22/2020
Finger Lakes,Wyoming,60,0,12/22/2020
Finger Lakes,Yates,16,0,12/22/2020
Capital Region,Albany,2023,7,12/23/2020
Western New York,Allegany,136,0,12/23/2020
New York City,Bronx,2021,5,12/23/2020
Southern Tier,Broome,87,0,12/23/2020
Western New York,Cattaraugus,277,0,12/23/2020
Central New York,Cayuga,136,0,12/23/2020
Western New York,Chautauqua,317,0,12/23/2020
Southern Tier,Chemung,16,1,12/23/2020
Southern Tier,Chenango,80,0,12/23/2020
North Country,Clinton,270,0,12/23/2020
Capital Region,Columbia,154,0,12/23/2020
Central New York,Cortland,129,0,12/23/2020
Southern Tier,Delaware,111,2,12/23/2020
Mid-Hudson,Dutchess,735,9,12/23/2020
Western New York,Erie,6083,7,12/23/2020
North Country,Essex,86,0,12/23/2020
North Country,Franklin,236,0,12/23/2020
Mohawk Valley,Fulton,174,0,12/23/2020
Finger Lakes,Genesee,54,0,12/23/2020
Capital Region,Greene,82,0,12/23/2020
North Country,Hamilton,8,0,12/23/2020
Mohawk Valley,Herkimer,151,0,12/23/2020
North Country,Jefferson,112,0,12/23/2020
New York City,Kings,6895,27,12/23/2020
North Country,Lewis,19,0,12/23/2020
Finger Lakes,Livingston,151,0,12/23/2020
Central New York,Madison,277,0,12/23/2020
Finger Lakes,Monroe,3068,4,12/23/2020
Mohawk Valley,Montgomery,248,0,12/23/2020
Long Island,Nassau,5842,21,12/23/2020
New York City,New York,9025,19,12/23/2020
Western New York,Niagara,836,1,12/23/2020
Mohawk Valley,Oneida,928,1,12/23/2020
Central New York,Onondaga,1644,5,12/23/2020
Finger Lakes,Ontario,456,0,12/23/2020
Mid-Hudson,Orange,1378,14,12/23/2020
Finger Lakes,Orleans,41,0,12/23/2020
Central New York,Oswego,107,0,12/23/2020
Mohawk Valley,Otsego,280,0,12/23/2020
Mid-Hudson,Putnam,199,4,12/23/2020
New York City,Queens,5649,22,12/23/2020
Capital Region,Rensselaer,540,4,12/23/2020
New York City,Richmond,2328,4,12/23/2020
Mid-Hudson,Rockland,1097,0,12/23/2020
Capital Region,Saratoga,1218,3,12/23/2020
Capital Region,Schenectady,676,2,12/23/2020
Mohawk Valley,Schoharie,40,1,12/23/2020
Southern Tier,Schuyler,15,0,12/23/2020
Finger Lakes,Seneca,44,0,12/23/2020
North Country,St. Lawrence,834,2,12/23/2020
Southern Tier,Steuben,197,0,12/23/2020
Long Island,Suffolk,3755,14,12/23/2020
Mid-Hudson,Sullivan,103,1,12/23/2020
Southern Tier,Tioga,10,0,12/23/2020
Southern Tier,Tompkins,48,0,12/23/2020
Mid-Hudson,Ulster,504,3,12/23/2020
Capital Region,Warren,282,0,12/23/2020
Capital Region,Washington,125,0,12/23/2020
Finger Lakes,Wayne,116,1,12/23/2020
Mid-Hudson,Westchester,3648,18,12/23/2020
Finger Lakes,Wyoming,69,0,12/23/2020
Finger Lakes,Yates,81,0,12/23/2020
Capital Region,Albany,2558,7,12/24/2020
Western New York,Allegany,145,0,12/24/2020
New York City,Bronx,2830,8,12/24/2020
Southern Tier,Broome,367,0,12/24/2020
Western New York,Cattaraugus,319,0,12/24/2020
Central New York,Cayuga,564,0,12/24/2020
Western New York,Chautauqua,360,1,12/24/2020
Southern Tier,Chemung,26,1,12/24/2020
Southern Tier,Chenango,111,0,12/24/2020
